Grid_Number,Gur_popu_Health
1902,5031.0
1903,739.0
1904,1461.0
1905,1461.0
1906,-1.0
1907,-1.0
1908,-1.0
1909,-1.0
1910,4413.0
1911,9986.0
1912,24894.0
1913,24894.0
1914,17778.0
1915,13531.0
1916,13531.0
1917,19507.0
1918,8691.0
1919,2036.0
1920,3720.0
1921,1570.0
1922,713.0
1923,158.0
1924,7353.0
1925,-1.0
1926,-1.0
1927,-1.0
1928,-1.0
1929,-1.0
1930,2080.0
1931,2080.0
1932,-1.0
1933,-1.0
1934,1811.0
1935,1811.0
1936,5031.0
1937,5031.0
1938,739.0
1939,1461.0
1940,1461.0
1941,1823.0
1942,1823.0
1943,-1.0
1944,4413.0
1945,4413.0
1946,4413.0
1947,24894.0
1948,6561.0
1949,6608.0
1950,15878.0
1951,4765.0
1952,10652.0
1953,5994.0
1954,1562.0
1955,831.0
1956,2518.0
1957,3067.0
1958,837.0
1959,1266.0
1960,-1.0
1961,2165.0
1962,-1.0
1963,-1.0
1964,-1.0
1965,2080.0
1966,2080.0
1967,3650.0
1968,3650.0
1969,2324.0
1970,2324.0
1971,376.0
1972,376.0
1973,2881.0
1974,1461.0
1975,1823.0
1976,1823.0
1977,1823.0
1978,-1.0
1979,4413.0
1980,4413.0
1981,4413.0
1982,10107.0
1983,10107.0
1984,4841.0
1985,13163.0
1986,14476.0
1987,10652.0
1988,8576.0
1989,6233.0
1990,3338.0
1991,2233.0
1992,4698.0
1993,3983.0
1994,5310.0
1995,2165.0
1996,2165.0
1997,-1.0
1998,-1.0
1999,-1.0
2000,-1.0
2001,236.0
2002,3650.0
2003,3650.0
2004,2324.0
2005,2324.0
2006,376.0
2007,736.0
2008,736.0
2009,3300.0
2010,1823.0
2011,1823.0
2012,-1.0
2013,-1.0
2014,4413.0
2015,4413.0
2016,4413.0
2017,8153.0
2018,5128.0
2019,10257.0
2020,13163.0
2021,10580.0
2022,8631.0
2023,8576.0
2024,13465.0
2025,3809.0
2026,462.0
2027,905.0
2028,879.0
2029,2125.0
2030,-1.0
2031,-1.0
2032,-1.0
2033,-1.0
2034,-1.0
2035,-1.0
2036,236.0
2037,3650.0
2038,3650.0
2039,-1.0
2040,2324.0
2041,376.0
2042,-1.0
2043,-1.0
2044,-1.0
2045,1823.0
2046,-1.0
2047,-1.0
2048,-1.0
2049,-1.0
2050,-1.0
2051,8153.0
2052,8153.0
2053,8153.0
2054,10257.0
2055,10580.0
2056,10580.0
2057,26.0
2058,1637.0
2059,12078.0
2060,2636.0
2061,4773.0
2062,742.0
2063,636.0
2064,1192.0
2065,-1.0
2066,-1.0
2067,-1.0
2068,-1.0
2069,-1.0
2070,-1.0
2071,-1.0
2072,-1.0
2073,-1.0
2074,-1.0
2075,-1.0
2076,-1.0
2077,-1.0
2078,-1.0
2079,-1.0
2080,-1.0
2081,-1.0
2082,-1.0
2083,-1.0
2084,-1.0
2085,-1.0
2086,-1.0
2087,-1.0
2088,-1.0
2089,-1.0
2090,-1.0
2091,978.0
2092,1637.0
2093,9826.0
2094,1628.0
2095,2104.0
2096,1189.0
2097,3122.0
2098,3738.0
2099,1824.0
2100,-1.0
2101,-1.0
2102,-1.0
2103,-1.0
2104,-1.0
2105,-1.0
2106,-1.0
2107,-1.0
2108,-1.0
2109,-1.0
2110,-1.0
2111,-1.0
2112,-1.0
2113,-1.0
2114,-1.0
2115,-1.0
2116,-1.0
2117,-1.0
2118,-1.0
2119,-1.0
2120,-1.0
2121,-1.0
2122,-1.0
2123,-1.0
2124,-1.0
2125,-1.0
2126,-1.0
2127,-1.0
2128,-1.0
2129,-1.0
2130,789.0
2131,-1.0
2132,-1.0
2133,-1.0
2134,-1.0
