Grid_Number,Ban_popu_Government_Facilities
1892,-1.0
1893,-1.0
1894,-1.0
1895,-1.0
1896,-1.0
1897,-1.0
1898,-1.0
1899,5500.0
1900,5500.0
1901,2121.0
1902,2748.0
1903,2748.0
1904,8181.0
1905,6019.0
1906,6019.0
1907,562.0
1908,793.0
1909,1171.0
1910,397.0
1911,2738.0
1912,1198.0
1913,192.0
1914,1047.0
1915,2733.0
1916,10572.0
1917,50.0
1918,770.0
1919,650.0
1920,908.0
1921,568.0
1922,1043.0
1923,1175.0
1924,1338.0
1925,771.0
1926,620.0
1927,2776.0
1928,3337.0
1929,2058.0
1930,500.0
1931,3371.0
1932,3371.0
1933,15154.0
1934,17075.0
1935,18759.0
1936,18759.0
1937,18759.0
1938,26637.0
1939,26637.0
1940,26637.0
1941,22363.0
1942,22363.0
1943,35557.0
1944,35557.0
1945,-1.0
1946,-1.0
1947,-1.0
1948,-1.0
1949,-1.0
1950,-1.0
1951,-1.0
1952,-1.0
1953,-1.0
1954,-1.0
1955,-1.0
1956,15096.0
1957,15096.0
1958,3385.0
1959,1187.0
1960,3786.0
1961,5696.0
1962,8181.0
1963,8181.0
1964,9759.0
1965,3151.0
1966,3151.0
1967,492.0
1968,720.0
1969,1106.0
1970,956.0
1971,1598.0
1972,1118.0
1973,1475.0
1974,8568.0
1975,3198.0
1976,50.0
1977,1036.0
1978,983.0
1979,447.0
1980,516.0
1981,695.0
1982,1087.0
1983,1085.0
1984,1100.0
1985,1857.0
1986,3004.0
1987,3004.0
1988,2070.0
1989,2808.0
1990,3371.0
1991,3371.0
1992,3836.0
1993,47569.0
1994,47569.0
1995,18759.0
1996,17016.0
1997,17016.0
1998,-1.0
1999,-1.0
2000,-1.0
2001,-1.0
2002,-1.0
2003,-1.0
2004,-1.0
2005,-1.0
2006,-1.0
2007,-1.0
2008,-1.0
2009,-1.0
2010,-1.0
2011,-1.0
2012,-1.0
2013,-1.0
2014,-1.0
2015,15096.0
2016,15096.0
2017,15096.0
2018,2082.0
2019,3921.0
2020,3921.0
2021,3867.0
2022,4381.0
2023,9759.0
2024,7011.0
2025,1590.0
2026,671.0
2027,433.0
2028,810.0
2029,596.0
2030,674.0
2031,2185.0
2032,1107.0
2033,523.0
2034,607.0
2035,124.0
2036,862.0
2037,597.0
2038,1774.0
2039,1567.0
2040,1791.0
2041,411.0
2042,283.0
2043,659.0
2044,971.0
2045,2206.0
2046,1376.0
2047,1810.0
2048,1647.0
2049,1647.0
2050,3836.0
2051,3836.0
2052,47569.0
2053,47569.0
2054,17016.0
2055,17016.0
2056,17016.0
2057,4790.0
2058,4790.0
2059,-1.0
2060,-1.0
2061,-1.0
2062,-1.0
2063,-1.0
2064,-1.0
2065,-1.0
2066,-1.0
2067,-1.0
2068,-1.0
2069,-1.0
2070,-1.0
2071,8959.0
2072,8959.0
2073,-1.0
2074,15096.0
2075,15096.0
2076,15096.0
2077,5606.0
2078,5606.0
2079,5606.0
2080,2826.0
2081,2537.0
2082,3058.0
2083,3961.0
2084,2063.0
2085,369.0
2086,1864.0
2087,5720.0
2088,5187.0
2089,1230.0
2090,415.0
2091,933.0
2092,463.0
2093,299.0
2094,156.0
2095,1533.0
2096,2244.0
2097,487.0
2098,266.0
2099,1306.0
2100,815.0
2101,1523.0
2102,1179.0
2103,1248.0
2104,1654.0
2105,1376.0
2106,1810.0
2107,1647.0
2108,1647.0
2109,1647.0
2110,3836.0
2111,3836.0
2112,-1.0
2113,8459.0
2114,8459.0
2115,17016.0
2116,4790.0
2117,4790.0
2118,7087.0
2119,-1.0
2120,-1.0
2121,-1.0
2122,-1.0
2123,-1.0
2124,-1.0
2125,-1.0
2126,-1.0
2127,-1.0
2128,-1.0
2129,3619.0
2130,8959.0
2131,8959.0
2132,5437.0
2133,7650.0
2134,7650.0
2135,-1.0
2136,8298.0
2137,5606.0
2138,5606.0
2139,3487.0
2140,3128.0
2141,5357.0
2142,2179.0
2143,3015.0
2144,3291.0
2145,2530.0
2146,5720.0
2147,5187.0
2148,578.0
2149,415.0
2150,1167.0
2151,865.0
2152,354.0
2153,712.0
2154,1533.0
2155,394.0
2156,2632.0
2157,1918.0
2158,1139.0
2159,436.0
2160,610.0
2161,915.0
2162,814.0
2163,2021.0
2164,606.0
2165,606.0
2166,1810.0
2167,1647.0
2168,-1.0
2169,8061.0
2170,8061.0
2171,8061.0
2172,8459.0
2173,8459.0
2174,4790.0
2175,4790.0
2176,7087.0
2177,7087.0
2178,8630.0
2179,8630.0
2180,-1.0
2181,-1.0
2182,-1.0
2183,-1.0
2184,-1.0
2185,-1.0
2186,-1.0
2187,-1.0
2188,2871.0
2189,3619.0
2190,5437.0
2191,5437.0
2192,7650.0
2193,7650.0
2194,8298.0
2195,8298.0
2196,4269.0
2197,4269.0
2198,3487.0
2199,2065.0
2200,7230.0
2201,3506.0
2202,1200.0
2203,1122.0
2204,2472.0
2205,3421.0
2206,3421.0
2207,441.0
2208,441.0
2209,601.0
2210,1428.0
2211,1526.0
2212,1526.0
2213,1390.0
2214,392.0
2215,543.0
2216,1402.0
2217,978.0
2218,899.0
2219,526.0
2220,579.0
2221,2232.0
2222,1093.0
2223,606.0
2224,606.0
2225,606.0
2226,-1.0
2227,8061.0
2228,8061.0
2229,8061.0
2230,8061.0
2231,-1.0
2232,8459.0
2233,-1.0
2234,4790.0
2235,7087.0
2236,7087.0
2237,8630.0
2238,8630.0
2239,-1.0
2240,-1.0
2241,-1.0
2242,-1.0
2243,-1.0
2244,-1.0
2245,-1.0
2246,-1.0
2247,13252.0
2248,13252.0
2249,8247.0
2250,7719.0
2251,7719.0
2252,7650.0
2253,8298.0
2254,8298.0
2255,2281.0
2256,2388.0
2257,413.0
2258,793.0
2259,7230.0
2260,3506.0
2261,7245.0
2262,7245.0
2263,2423.0
2264,2423.0
2265,3421.0
2266,441.0
2267,516.0
2268,574.0
2269,850.0
2270,883.0
2271,210.0
2272,1196.0
2273,599.0
2274,1074.0
2275,1200.0
2276,1296.0
2277,1028.0
2278,3417.0
2279,547.0
2280,624.0
2281,1414.0
2282,523.0
2283,1069.0
2284,1069.0
2285,-1.0
2286,-1.0
2287,8061.0
2288,8061.0
2289,8061.0
2290,-1.0
2291,-1.0
2292,-1.0
2293,-1.0
2294,21095.0
2295,21095.0
2296,8630.0
2297,-1.0
2298,-1.0
2299,-1.0
2300,-1.0
2301,-1.0
2302,-1.0
2303,-1.0
2304,-1.0
2305,-1.0
2306,-1.0
2307,13252.0
2308,8247.0
2309,7719.0
2310,7719.0
2311,7719.0
2312,2852.0
2313,2597.0
2314,2281.0
2315,2386.0
2316,2386.0
2317,4603.0
2318,4603.0
2319,8317.0
2320,8317.0
2321,8317.0
2322,3759.0
2323,3759.0
2324,480.0
2325,82.0
2326,261.0
2327,784.0
2328,784.0
2329,883.0
2330,883.0
2331,2086.0
2332,737.0
2333,614.0
2334,1167.0
2335,765.0
2336,949.0
2337,2220.0
2338,665.0
2339,1734.0
2340,1322.0
2341,478.0
2342,1069.0
2343,1069.0
2344,1069.0
2345,-1.0
2346,-1.0
2347,-1.0
2348,-1.0
2349,-1.0
2350,-1.0
2351,-1.0
2352,18000.0
2353,21095.0
2354,21095.0
2355,21095.0
2356,-1.0
2357,-1.0
2358,-1.0
2359,-1.0
2360,-1.0
2361,-1.0
2362,-1.0
2363,-1.0
2364,-1.0
2365,-1.0
2366,-1.0
2367,-1.0
2368,7698.0
2369,7698.0
2370,7698.0
2371,2852.0
2372,2310.0
2373,2310.0
2374,12270.0
2375,4356.0
2376,4356.0
2377,-1.0
2378,12784.0
2379,8317.0
2380,8317.0
2381,3759.0
2382,480.0
2383,849.0
2384,849.0
2385,157.0
2386,784.0
2387,784.0
2388,895.0
2389,1963.0
2390,2429.0
2391,2429.0
2392,1750.0
2393,683.0
2394,728.0
2395,1523.0
2396,1375.0
2397,1375.0
2398,1734.0
2399,356.0
2400,478.0
2401,478.0
2402,1069.0
2403,3817.0
2404,3817.0
2405,-1.0
2406,-1.0
2407,-1.0
2408,-1.0
2409,-1.0
2410,18000.0
2411,18000.0
2412,18000.0
2413,21095.0
2414,21095.0
2415,-1.0
2416,-1.0
2417,-1.0
2418,-1.0
2419,-1.0
2420,-1.0
2421,-1.0
2422,-1.0
2423,-1.0
2424,-1.0
2425,-1.0
2426,-1.0
2427,7698.0
2428,7698.0
2429,7698.0
2430,5075.0
2431,2310.0
2432,14357.0
2433,12270.0
2434,12270.0
2435,12270.0
2436,12784.0
2437,12784.0
2438,12784.0
2439,12784.0
2440,-1.0
2441,849.0
2442,3824.0
2443,3824.0
2444,157.0
2445,157.0
2446,895.0
2447,1963.0
2448,1963.0
2449,183.0
2450,1374.0
2451,1581.0
2452,204.0
2453,189.0
2454,2489.0
2455,2489.0
2456,1375.0
2457,959.0
2458,1108.0
2459,2370.0
2460,2370.0
2461,3817.0
2462,3817.0
2463,3817.0
2464,3817.0
2465,-1.0
2466,-1.0
2467,9250.0
2468,9250.0
2469,8543.0
2470,18000.0
2471,18000.0
2472,18000.0
2473,-1.0
2474,-1.0
2475,-1.0
2476,-1.0
2477,-1.0
2478,-1.0
2479,-1.0
2480,-1.0
2481,7313.0
2482,-1.0
2483,-1.0
2484,4092.0
2485,4092.0
2486,4092.0
2487,7698.0
2488,5075.0
2489,5075.0
2490,2848.0
2491,14357.0
2492,14357.0
2493,12270.0
2494,-1.0
2495,-1.0
2496,12784.0
2497,12784.0
2498,12784.0
2499,-1.0
2500,1461.0
2501,3824.0
2502,3824.0
2503,3824.0
2504,5032.0
2505,5032.0
2506,383.0
2507,1703.0
2508,183.0
2509,317.0
2510,609.0
2511,1063.0
2512,736.0
2513,1787.0
2514,2489.0
2515,274.0
2516,274.0
2517,2474.0
2518,2474.0
2519,2474.0
2520,3817.0
2521,3817.0
2522,3817.0
2523,3817.0
2524,-1.0
2525,-1.0
2526,9250.0
2527,9250.0
2528,8543.0
2529,-1.0
2530,-1.0
2531,-1.0
2532,-1.0
2533,-1.0
2534,-1.0
2535,-1.0
2536,-1.0
2537,-1.0
2538,-1.0
2539,-1.0
2540,7313.0
2541,7313.0
2542,-1.0
2543,4092.0
2544,4092.0
2545,4092.0
2546,-1.0
2547,5075.0
2548,5075.0
2549,2848.0
2550,2848.0
2551,14357.0
2552,-1.0
2553,-1.0
2554,-1.0
2555,-1.0
2556,-1.0
2557,-1.0
2558,-1.0
2559,2519.0
2560,2519.0
2561,518.0
2562,2796.0
2563,5032.0
2564,5032.0
2565,1160.0
2566,1160.0
2567,813.0
2568,913.0
2569,2471.0
2570,559.0
2571,825.0
2572,407.0
2573,1048.0
2574,719.0
2575,958.0
2576,1893.0
2577,1893.0
2578,11435.0
2579,11435.0
2580,-1.0
2581,-1.0
2582,-1.0
2583,-1.0
2584,5905.0
2585,9250.0
2586,1540.0
2587,8543.0
2588,-1.0
2589,-1.0
2590,-1.0
2591,-1.0
2592,-1.0
2593,-1.0
2594,-1.0
2595,-1.0
2596,-1.0
2597,-1.0
2598,-1.0
2599,7313.0
2600,7313.0
2601,5385.0
2602,4092.0
2603,4092.0
2604,3325.0
2605,11063.0
2606,-1.0
2607,2848.0
2608,2848.0
2609,2271.0
2610,1036.0
2611,3819.0
2612,3819.0
2613,-1.0
2614,-1.0
2615,-1.0
2616,-1.0
2617,4643.0
2618,4643.0
2619,4322.0
2620,1153.0
2621,1501.0
2622,1501.0
2623,5139.0
2624,1160.0
2625,1160.0
2626,2965.0
2627,3100.0
2628,3100.0
2629,706.0
2630,1051.0
2631,2638.0
2632,242.0
2633,285.0
2634,2931.0
2635,1893.0
2636,1893.0
2637,11435.0
2638,11435.0
2639,11435.0
2640,-1.0
2641,-1.0
2642,5905.0
2643,5905.0
2644,1631.0
2645,1631.0
2646,-1.0
2647,-1.0
2648,-1.0
2649,-1.0
2650,-1.0
2651,-1.0
2652,-1.0
2653,-1.0
2654,-1.0
2655,-1.0
2656,-1.0
2657,2595.0
2658,2595.0
2659,2684.0
2660,5385.0
2661,5385.0
2662,3325.0
2663,3325.0
2664,11063.0
2665,11063.0
2666,5108.0
2667,2905.0
2668,1613.0
2669,2625.0
2670,3819.0
2671,7861.0
2672,7861.0
2673,8461.0
2674,8115.0
2675,8115.0
2676,4643.0
2677,4643.0
2678,4322.0
2679,4322.0
2680,1501.0
2681,1501.0
2682,5139.0
2683,5139.0
2684,5312.0
2685,2965.0
2686,3100.0
2687,2188.0
2688,2188.0
2689,3578.0
2690,2638.0
2691,4579.0
2692,4579.0
2693,5652.0
2694,5652.0
2695,5652.0
2696,11435.0
2697,7315.0
2698,2745.0
2699,1323.0
2700,-1.0
2701,5905.0
2702,5905.0
2703,1631.0
2704,1631.0
2705,2827.0
2706,-1.0
2707,-1.0
2708,-1.0
2709,-1.0
2710,-1.0
2711,-1.0
2712,-1.0
2713,-1.0
2714,-1.0
2715,-1.0
2716,3742.0
2717,3742.0
2718,2684.0
2719,5385.0
2720,5489.0
2721,5489.0
2722,11063.0
2723,11063.0
2724,5108.0
2725,5108.0
2726,2908.0
2727,2905.0
2728,3819.0
2729,3819.0
2730,7861.0
2731,7861.0
2732,8461.0
2733,8115.0
2734,8115.0
2735,2001.0
2736,5808.0
2737,5808.0
2738,-1.0
2739,1501.0
2740,5139.0
2741,5139.0
2742,5312.0
2743,5312.0
2744,5312.0
2745,5312.0
2746,2361.0
2747,2361.0
2748,4475.0
2749,4890.0
2750,4579.0
2751,4579.0
2752,5652.0
2753,5652.0
2754,5652.0
2755,7315.0
2756,7315.0
2757,1758.0
2758,2772.0
2759,5211.0
2760,-1.0
2761,5905.0
2762,2827.0
2763,2827.0
2764,2827.0
2765,-1.0
2766,-1.0
2767,2947.0
2768,2947.0
2769,2947.0
2770,-1.0
2771,-1.0
2772,-1.0
2773,-1.0
2774,-1.0
2775,3742.0
2776,3742.0
2777,-1.0
2778,-1.0
2779,5489.0
2780,5489.0
2781,3344.0
2782,3943.0
2783,3943.0
2784,5108.0
2785,1278.0
2786,2260.0
2787,6734.0
2788,7861.0
2789,7861.0
2790,7861.0
2791,8461.0
2792,8461.0
2793,5905.0
2794,5905.0
2795,5808.0
2796,5808.0
2797,-1.0
2798,-1.0
2799,-1.0
2800,5139.0
2801,5312.0
2802,5312.0
2803,5312.0
2804,-1.0
2805,5325.0
2806,5325.0
2807,5325.0
2808,4890.0
2809,4579.0
2810,4579.0
2811,5652.0
2812,5652.0
2813,-1.0
2814,4976.0
2815,3322.0
2816,1585.0
2817,5211.0
2818,5211.0
2819,-1.0
2820,-1.0
2821,2827.0
2822,2827.0
2823,2827.0
2824,-1.0
2825,-1.0
2826,2947.0
2827,2947.0
2828,462.0
2829,-1.0
2830,-1.0
2831,-1.0
2832,-1.0
2833,-1.0
2834,-1.0
2835,-1.0
2836,-1.0
2837,-1.0
2838,1862.0
2839,2094.0
2840,3344.0
2841,2210.0
2842,3943.0
2843,4385.0
2844,2969.0
2845,1533.0
2846,6734.0
2847,6734.0
2848,-1.0
2849,-1.0
2850,-1.0
2851,-1.0
2852,-1.0
2853,-1.0
2854,-1.0
2855,-1.0
2856,-1.0
2857,-1.0
2858,-1.0
2859,-1.0
2860,-1.0
2861,-1.0
2862,-1.0
2863,-1.0
2864,-1.0
2865,5325.0
2866,7207.0
2867,7207.0
2868,-1.0
2869,-1.0
2870,-1.0
2871,-1.0
2872,-1.0
2873,4976.0
2874,4976.0
2875,5687.0
2876,5687.0
2877,-1.0
2878,-1.0
2879,-1.0
2880,-1.0
2881,-1.0
2882,-1.0
2883,-1.0
2884,-1.0
2885,1355.0
2886,-1.0
2887,-1.0
2888,-1.0
2889,-1.0
2890,-1.0
2891,-1.0
2892,-1.0
2893,-1.0
2894,-1.0
2895,-1.0
2896,1862.0
2897,969.0
2898,1352.0
2899,599.0
2900,1489.0
2901,642.0
2902,1610.0
2903,-1.0
2904,-1.0
2905,6734.0
2906,-1.0
2907,-1.0
2908,-1.0
2909,-1.0
2910,-1.0
2911,-1.0
2912,-1.0
2913,-1.0
2914,-1.0
2915,-1.0
2916,-1.0
2917,-1.0
2918,-1.0
2919,-1.0
2920,-1.0
2921,-1.0
2922,-1.0
2923,-1.0
2924,-1.0
2925,7207.0
2926,7207.0
2927,1923.0
2928,1923.0
2929,1923.0
2930,-1.0
2931,-1.0
2932,4976.0
2933,4976.0
2934,5687.0
2935,-1.0
2936,-1.0
2937,-1.0
2938,-1.0
2939,-1.0
2940,-1.0
2941,-1.0
2942,-1.0
2943,-1.0
2944,-1.0
2945,-1.0
2946,-1.0
2947,-1.0
2948,-1.0
2949,-1.0
2950,-1.0
2951,-1.0
2952,-1.0
2953,-1.0
2954,-1.0
2955,-1.0
2956,-1.0
2957,-1.0
2958,-1.0
2959,191.0
2960,-1.0
2961,-1.0
2962,-1.0
2963,-1.0
2964,-1.0
2965,-1.0
2966,-1.0
2967,-1.0
2968,-1.0
2969,-1.0
2970,-1.0
2971,-1.0
2972,-1.0
2973,-1.0
2974,-1.0
2975,-1.0
2976,-1.0
2977,-1.0
2978,-1.0
2979,-1.0
2980,-1.0
2981,-1.0
2982,-1.0
2983,-1.0
2984,7207.0
2985,-1.0
2986,-1.0
2987,-1.0
2988,-1.0
2989,-1.0
2990,-1.0
2991,-1.0
2992,-1.0
2993,-1.0
2994,-1.0
2995,-1.0
2996,-1.0
2997,-1.0
2998,-1.0
2999,-1.0
3000,-1.0
3001,-1.0
3002,-1.0
3003,-1.0
3004,-1.0
3005,-1.0
3006,-1.0
3007,-1.0
3008,-1.0
